countyName,ccsName,nHosp
Santa Cruz,Fracture of neck of femur (hip),262
Santa Cruz,Fracture of upper limb,84
Santa Cruz,Gastritis and duodenitis,27
Santa Cruz,Gastrointestinal hemorrhage,240
Santa Cruz,Headache; including migraine,32
Santa Cruz,Heart valve disorders,133
Santa Cruz,Hemolytic jaundice and perinatal jaundice,52
Santa Cruz,Hemorrhage during pregnancy; abruptio placenta; placenta previa,27
Santa Cruz,Hypertension with complications and secondary hypertension,202
Santa Cruz,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),64
Santa Cruz,Influenza,53
Santa Cruz,Intestinal infection,85
Santa Cruz,Intestinal obstruction without hernia,250
Santa Cruz,Intracranial injury,176
Santa Cruz,Late effects of cerebrovascular disease,176
Santa Cruz,Leukemias,26
Santa Cruz,Maintenance chemotherapy; radiotherapy,138
Santa Cruz,Malposition; malpresentation,92
Santa Cruz,Meningitis (except that caused by tuberculosis or sexually transmitted disease),23
Santa Cruz,Miscellaneous mental health disorders,59
Santa Cruz,Mood disorders,707
Santa Cruz,Neoplasms of unspecified nature or uncertain behavior,31
Santa Cruz,Non-Hodgkin`s lymphoma,21
Santa Cruz,Noninfectious gastroenteritis,70
Santa Cruz,Nonspecific chest pain,81
Santa Cruz,Occlusion or stenosis of precerebral arteries,50
Santa Cruz,Open wounds of extremities,25
Santa Cruz,Osteoarthritis,1007
Santa Cruz,Other acquired deformities,68
Santa Cruz,Other aftercare,48
Santa Cruz,Other and unspecified benign neoplasm,81
Santa Cruz,Other bone disease and musculoskeletal deformities,38
Santa Cruz,Other circulatory disease,46
Santa Cruz,Other congenital anomalies,41
Santa Cruz,Other connective tissue disease,83
Santa Cruz,Other diseases of kidney and ureters,59
Santa Cruz,Other endocrine disorders,31
Santa Cruz,Other female genital disorders,22
Santa Cruz,Other fractures,181
Santa Cruz,Other gastrointestinal disorders,114
Santa Cruz,Other hereditary and degenerative nervous system conditions,30
Santa Cruz,Other injuries and conditions due to external causes,67
Santa Cruz,Other liver diseases,72
Santa Cruz,Other lower respiratory disease,48
Santa Cruz,Other nervous system disorders,287
Santa Cruz,Other non-traumatic joint disorders,24
Santa Cruz,Other nutritional; endocrine; and metabolic disorders,131
Santa Cruz,Other perinatal conditions,31
Santa Cruz,Other pregnancy and delivery including normal,77
Santa Cruz,Other upper respiratory disease,29
Santa Cruz,Other upper respiratory infections,29
Santa Cruz,Pancreatic disorders (not diabetes),161
Santa Cruz,Paralysis,34
Santa Cruz,Parkinson`s disease,27
Santa Cruz,Pathological fracture,49
Santa Cruz,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),48
Santa Cruz,Peripheral and visceral atherosclerosis,49
Santa Cruz,Peritonitis and intestinal abscess,24
Santa Cruz,Phlebitis; thrombophlebitis and thromboembolism,39
Santa Cruz,Pleurisy; pneumothorax; pulmonary collapse,67
Santa Cruz,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),363
Santa Cruz,Poisoning by other medications and drugs,45
Santa Cruz,Poisoning by psychotropic agents,24
Santa Cruz,Prolapse of female genital organs,22
Santa Cruz,Pulmonary heart disease,118
Santa Cruz,Regional enteritis and ulcerative colitis,26
Santa Cruz,Residual codes; unclassified,62
Santa Cruz,Respiratory failure; insufficiency; arrest (adult),135
Santa Cruz,Schizophrenia and other psychotic disorders,450
Santa Cruz,Secondary malignancies,122
Santa Cruz,Septicemia (except in labor),1136
Santa Cruz,Skin and subcutaneous tissue infections,336
Santa Cruz,Skull and face fractures,31
Santa Cruz,Spondylosis; intervertebral disc disorders; other back problems,363
Santa Cruz,Substance-related disorders,64
Santa Cruz,Suicide and intentional self-inflicted injury,84
Santa Cruz,Syncope,46
Santa Cruz,Transient cerebral ischemia,61
Santa Cruz,Umbilical cord complication,90
Santa Cruz,Urinary tract infections,287
Santa Cruz,Viral infection,28
Shasta,Abdominal hernia,133
Shasta,Abdominal pain,31
Shasta,Acute and chronic tonsillitis,21
Shasta,Acute and unspecified renal failure,528
Shasta,Acute bronchitis,87
Shasta,Acute cerebrovascular disease,430
Shasta,Acute myocardial infarction,508
Shasta,Acute posthemorrhagic anemia,28
Shasta,Adjustment disorders,27
Shasta,Alcohol-related disorders,194
Shasta,Anal and rectal conditions,22
Shasta,Anxiety disorders,51
Shasta,Aortic and peripheral arterial embolism or thrombosis,27
Shasta,Aortic; peripheral; and visceral artery aneurysms,48
Shasta,Appendicitis and other appendiceal conditions,107
Shasta,Aspiration pneumonitis; food/vomitus,150
Shasta,Asthma,68
Shasta,Benign neoplasm of uterus,74
Shasta,Biliary tract disease,220
Shasta,Cancer of brain and nervous system,26
Shasta,Cancer of bronchus; lung,68
Shasta,Cancer of colon,63
Shasta,Cancer of kidney and renal pelvis,31
Shasta,Cancer of prostate,33
Shasta,Cancer of rectum and anus,26
Shasta,Cancer of uterus,23
Shasta,Cardiac dysrhythmias,400
Shasta,Chronic obstructive pulmonary disease and bronchiectasis,347
Shasta,Chronic ulcer of skin,29
Shasta,Complication of device; implant or graft,490
Shasta,Complications of surgical procedures or medical care,359
Shasta,Conditions associated with dizziness or vertigo,22
Shasta,Conduction disorders,46
Shasta,Congestive heart failure; nonhypertensive,592
Shasta,Coronary atherosclerosis and other heart disease,253
Shasta,Crushing injury or internal injury,72
Shasta,Deficiency and other anemia,78
Shasta,"Delirium, dementia, and amnestic and other cognitive disorders",46
Shasta,Diabetes mellitus with complications,322
Shasta,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,76
Shasta,Diseases of mouth; excluding dental,23
Shasta,Diseases of white blood cells,39
Shasta,Diverticulosis and diverticulitis,144
Shasta,Early or threatened labor,106
Shasta,Epilepsy; convulsions,160
Shasta,Esophageal disorders,123
Shasta,Essential hypertension,29
Shasta,Fetal distress and abnormal forces of labor,48
Shasta,Fetopelvic disproportion; obstruction,29
Shasta,Fluid and electrolyte disorders,210
Shasta,Fracture of lower limb,188
Shasta,Fracture of neck of femur (hip),297
Shasta,Fracture of upper limb,95
Shasta,Gastritis and duodenitis,57
Shasta,Gastrointestinal hemorrhage,292
Shasta,Headache; including migraine,24
Shasta,Heart valve disorders,98
Shasta,Hemolytic jaundice and perinatal jaundice,66
Shasta,Hemorrhage during pregnancy; abruptio placenta; placenta previa,28
Shasta,Hemorrhoids,26
Shasta,Hypertension with complications and secondary hypertension,270
Shasta,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),95
Shasta,Influenza,23
Shasta,Intestinal infection,121
Shasta,Intestinal obstruction without hernia,218
Shasta,Intracranial injury,133
Shasta,Joint disorders and dislocations; trauma-related,21
Shasta,Late effects of cerebrovascular disease,56
Shasta,Leukemias,28
Shasta,Maintenance chemotherapy; radiotherapy,88
Shasta,Malposition; malpresentation,70
Shasta,Menstrual disorders,33
Shasta,Mood disorders,582
Shasta,Neoplasms of unspecified nature or uncertain behavior,24
Shasta,Non-Hodgkin`s lymphoma,28
Shasta,Noninfectious gastroenteritis,56
Shasta,Nonspecific chest pain,134
Shasta,Occlusion or stenosis of precerebral arteries,127
Shasta,Open wounds of extremities,35
Shasta,Osteoarthritis,1086
Shasta,Other acquired deformities,52
Shasta,Other aftercare,143
Shasta,Other and unspecified benign neoplasm,75
Shasta,Other bone disease and musculoskeletal deformities,39
Shasta,Other circulatory disease,46
Shasta,Other connective tissue disease,95
Shasta,Other diseases of kidney and ureters,67
Shasta,Other endocrine disorders,21
Shasta,Other female genital disorders,23
Shasta,Other fractures,182
Shasta,Other gastrointestinal disorders,129
Shasta,Other hereditary and degenerative nervous system conditions,22
Shasta,Other injuries and conditions due to external causes,51
Shasta,Other liver diseases,96
Shasta,Other lower respiratory disease,42
Shasta,Other nervous system disorders,220
Shasta,Other nutritional; endocrine; and metabolic disorders,120
Shasta,Other perinatal conditions,22
Shasta,Other pregnancy and delivery including normal,112
Shasta,Other upper respiratory disease,23
Shasta,Other upper respiratory infections,39
Shasta,Pancreatic disorders (not diabetes),191
Shasta,Paralysis,23
Shasta,Pathological fracture,25
Shasta,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),57
Shasta,Peripheral and visceral atherosclerosis,93
Shasta,Peritonitis and intestinal abscess,22
Shasta,Phlebitis; thrombophlebitis and thromboembolism,80
Shasta,Pleurisy; pneumothorax; pulmonary collapse,69
Shasta,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),474
Shasta,Poisoning by nonmedicinal substances,22
Shasta,Poisoning by other medications and drugs,77
Shasta,Poisoning by psychotropic agents,28
Shasta,Prolapse of female genital organs,55
Shasta,Pulmonary heart disease,115
Shasta,Regional enteritis and ulcerative colitis,43
Shasta,Residual codes; unclassified,36
Shasta,Respiratory failure; insufficiency; arrest (adult),591
Shasta,Schizophrenia and other psychotic disorders,276
Shasta,Secondary malignancies,87
Shasta,Septicemia (except in labor),1704
Shasta,Skin and subcutaneous tissue infections,403
Shasta,Skull and face fractures,45
Shasta,Spondylosis; intervertebral disc disorders; other back problems,466
Shasta,Substance-related disorders,65
Shasta,Suicide and intentional self-inflicted injury,48
Shasta,Superficial injury; contusion,32
Shasta,Syncope,33
Shasta,Transient cerebral ischemia,116
Shasta,Umbilical cord complication,115
Shasta,Urinary tract infections,272
Siskiyou,Abdominal hernia,25
Siskiyou,Acute and unspecified renal failure,40
Siskiyou,Acute cerebrovascular disease,71
Siskiyou,Acute myocardial infarction,57
Siskiyou,Alcohol-related disorders,31
Siskiyou,Appendicitis and other appendiceal conditions,26
Siskiyou,Aspiration pneumonitis; food/vomitus,22
Siskiyou,Biliary tract disease,47
Siskiyou,Cardiac dysrhythmias,71
Siskiyou,Chronic obstructive pulmonary disease and bronchiectasis,96
Siskiyou,Complication of device; implant or graft,62
Siskiyou,Complications of surgical procedures or medical care,66
Siskiyou,Congestive heart failure; nonhypertensive,77
Siskiyou,Diabetes mellitus with complications,57
Siskiyou,Diverticulosis and diverticulitis,30
Siskiyou,Epilepsy; convulsions,28
Siskiyou,Fluid and electrolyte disorders,34
Siskiyou,Fracture of lower limb,28
Siskiyou,Fracture of neck of femur (hip),43
Siskiyou,Gastrointestinal hemorrhage,48
Siskiyou,Hypertension with complications and secondary hypertension,22
Siskiyou,Intestinal infection,27
Siskiyou,Intestinal obstruction without hernia,39
Siskiyou,Mood disorders,73
Siskiyou,Nonspecific chest pain,22
Siskiyou,Osteoarthritis,211
Siskiyou,Other fractures,24
Siskiyou,Other nervous system disorders,37
Siskiyou,Other nutritional; endocrine; and metabolic disorders,28
Siskiyou,Pancreatic disorders (not diabetes),28
Siskiyou,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),179
Siskiyou,Poisoning by other medications and drugs,22
Siskiyou,Respiratory failure; insufficiency; arrest (adult),93
Siskiyou,Schizophrenia and other psychotic disorders,35
Siskiyou,Septicemia (except in labor),139
Siskiyou,Skin and subcutaneous tissue infections,77
Siskiyou,Spondylosis; intervertebral disc disorders; other back problems,83
Siskiyou,Urinary tract infections,41
Solano,Abdominal hernia,156
Solano,Abdominal pain,65
Solano,Acute and chronic tonsillitis,31
Solano,Acute and unspecified renal failure,574
Solano,Acute bronchitis,94
Solano,Acute cerebrovascular disease,830
Solano,Acute myocardial infarction,801
Solano,Acute posthemorrhagic anemia,38
Solano,Adjustment disorders,28
Solano,Alcohol-related disorders,327
Solano,Anal and rectal conditions,37
Solano,Anxiety disorders,24
Solano,Aortic and peripheral arterial embolism or thrombosis,21
Solano,Aortic; peripheral; and visceral artery aneurysms,92
Solano,Appendicitis and other appendiceal conditions,218
Solano,Aspiration pneumonitis; food/vomitus,143
Solano,Asthma,166
Solano,Bacterial infection; unspecified site,32
Solano,Benign neoplasm of uterus,73
Solano,Biliary tract disease,429
Solano,Burns,24
Solano,Calculus of urinary tract,50
Solano,Cancer of bladder,25
Solano,Cancer of brain and nervous system,43
Solano,Cancer of breast,63
Solano,Cancer of bronchus; lung,102
Solano,Cancer of colon,92
Solano,Cancer of head and neck,36
Solano,Cancer of kidney and renal pelvis,70
Solano,Cancer of liver and intrahepatic bile duct,38
Solano,Cancer of ovary,25
Solano,Cancer of pancreas,43
Solano,Cancer of prostate,70
Solano,Cancer of rectum and anus,52
Solano,Cancer of uterus,35
Solano,Cardiac and circulatory congenital anomalies,72
Solano,Cardiac arrest and ventricular fibrillation,23
Solano,Cardiac dysrhythmias,509
Solano,Chronic obstructive pulmonary disease and bronchiectasis,508
Solano,Chronic ulcer of skin,43
Solano,Coagulation and hemorrhagic disorders,49
Solano,Complication of device; implant or graft,703
Solano,Complications of surgical procedures or medical care,498
Solano,Conditions associated with dizziness or vertigo,32
Solano,Conduction disorders,56
Solano,Congestive heart failure; nonhypertensive,988
Solano,Coronary atherosclerosis and other heart disease,399
Solano,Crushing injury or internal injury,90
Solano,Deficiency and other anemia,115
Solano,"Delirium, dementia, and amnestic and other cognitive disorders",40
Solano,Diabetes mellitus with complications,576
Solano,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,180
Solano,Diseases of mouth; excluding dental,21
Solano,Diseases of white blood cells,88
Solano,Disorders of teeth and jaw,31
Solano,Diverticulosis and diverticulitis,321
Solano,Early or threatened labor,185
Solano,Epilepsy; convulsions,269
Solano,Esophageal disorders,147
Solano,Fetal distress and abnormal forces of labor,152
Solano,Fetopelvic disproportion; obstruction,57
Solano,Fever of unknown origin,32
Solano,Fluid and electrolyte disorders,295
Solano,Fracture of lower limb,272
Solano,Fracture of neck of femur (hip),351
Solano,Fracture of upper limb,106
Solano,Gangrene,27
Solano,Gastritis and duodenitis,66
Solano,Gastroduodenal ulcer (except hemorrhage),33
Solano,Gastrointestinal hemorrhage,400
Solano,Genitourinary symptoms and ill-defined conditions,34
Solano,Headache; including migraine,53
Solano,Heart valve disorders,165
Solano,Hemolytic jaundice and perinatal jaundice,106
Solano,Hemorrhage during pregnancy; abruptio placenta; placenta previa,67
Solano,Hemorrhoids,22
Solano,Hepatitis,25
Solano,HIV infection,23
Solano,Hyperplasia of prostate,31
Solano,Hypertension with complications and secondary hypertension,332
Solano,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),101
Solano,Inflammatory conditions of male genital organs,26
Solano,Inflammatory diseases of female pelvic organs,32
Solano,Influenza,49
Solano,Intestinal infection,218
Solano,Intestinal obstruction without hernia,357
Solano,Intracranial injury,273
Solano,Joint disorders and dislocations; trauma-related,29
Solano,Late effects of cerebrovascular disease,177
Solano,Leukemias,33
Solano,Maintenance chemotherapy; radiotherapy,185
Solano,Malaise and fatigue,26
Solano,Malposition; malpresentation,156
Solano,Meningitis (except that caused by tuberculosis or sexually transmitted disease),35
Solano,Miscellaneous mental health disorders,50
Solano,Mood disorders,914
Solano,Multiple sclerosis,25
Solano,Nausea and vomiting,32
Solano,Neoplasms of unspecified nature or uncertain behavior,39
Solano,Nervous system congenital anomalies,21
Solano,Non-Hodgkin`s lymphoma,34
Solano,Noninfectious gastroenteritis,104
Solano,Nonmalignant breast conditions,23
Solano,Nonspecific chest pain,230
Solano,Occlusion or stenosis of precerebral arteries,44
Solano,Open wounds of extremities,50
Solano,Open wounds of head; neck; and trunk,48
Solano,Osteoarthritis,1526
Solano,Other acquired deformities,103
Solano,Other aftercare,92
Solano,Other and ill-defined cerebrovascular disease,22
Solano,Other and unspecified benign neoplasm,137
Solano,Other bone disease and musculoskeletal deformities,45
Solano,Other circulatory disease,66
Solano,Other congenital anomalies,43
Solano,Other connective tissue disease,157
Solano,Other diseases of bladder and urethra,25
Solano,Other diseases of kidney and ureters,103
Solano,Other disorders of stomach and duodenum,45
Solano,Other endocrine disorders,65
Solano,Other female genital disorders,27
Solano,Other fractures,210
Solano,Other gastrointestinal disorders,186
Solano,Other hereditary and degenerative nervous system conditions,22
Solano,Other injuries and conditions due to external causes,118
Solano,Other liver diseases,158
Solano,Other lower respiratory disease,95
Solano,Other nervous system disorders,268
Solano,Other non-traumatic joint disorders,33
Solano,Other nutritional; endocrine; and metabolic disorders,265
Solano,Other perinatal conditions,112
Solano,Other pregnancy and delivery including normal,71
Solano,Other upper respiratory disease,46
Solano,Other upper respiratory infections,41
Solano,Pancreatic disorders (not diabetes),396
Solano,Paralysis,55
Solano,Pathological fracture,37
Solano,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),71
Solano,Peripheral and visceral atherosclerosis,105
Solano,Peritonitis and intestinal abscess,41
Solano,Phlebitis; thrombophlebitis and thromboembolism,92
Solano,Pleurisy; pneumothorax; pulmonary collapse,111
Solano,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),582
Solano,Poisoning by other medications and drugs,80
Solano,Poisoning by psychotropic agents,42
Solano,Pulmonary heart disease,173
Solano,Regional enteritis and ulcerative colitis,115
Solano,Residual codes; unclassified,102
Solano,Respiratory distress syndrome,24
Solano,Respiratory failure; insufficiency; arrest (adult),626
Solano,Schizophrenia and other psychotic disorders,562
Solano,Secondary malignancies,170
Solano,Septicemia (except in labor),3027
Solano,Short gestation; low birth weight; and fetal growth retardation,75
Solano,Sickle cell anemia,124
Solano,Skin and subcutaneous tissue infections,594
Solano,Skull and face fractures,63
Solano,Spondylosis; intervertebral disc disorders; other back problems,437
Solano,Sprains and strains,21
Solano,Substance-related disorders,133
Solano,Suicide and intentional self-inflicted injury,83
Solano,Superficial injury; contusion,38
Solano,Syncope,89
Solano,Systemic lupus erythematosus and connective tissue disorders,34
Solano,Transient cerebral ischemia,98
Solano,Umbilical cord complication,158
Solano,Urinary tract infections,398
Solano,Viral infection,62
Sonoma,Abdominal hernia,249
Sonoma,Abdominal pain,84
Sonoma,Acute and unspecified renal failure,424
Sonoma,Acute bronchitis,107
Sonoma,Acute cerebrovascular disease,809
Sonoma,Acute myocardial infarction,751
Sonoma,Acute posthemorrhagic anemia,32
Sonoma,Adjustment disorders,33
Sonoma,Alcohol-related disorders,433
Sonoma,Anal and rectal conditions,57
Sonoma,Anxiety disorders,54
Sonoma,Aortic and peripheral arterial embolism or thrombosis,41
Sonoma,Aortic; peripheral; and visceral artery aneurysms,95
Sonoma,Appendicitis and other appendiceal conditions,323
Sonoma,Aspiration pneumonitis; food/vomitus,130
Sonoma,Asthma,153
Sonoma,Bacterial infection; unspecified site,30
Sonoma,Benign neoplasm of uterus,81
Sonoma,Biliary tract disease,534
Sonoma,Burns,28
Sonoma,Calculus of urinary tract,57
Sonoma,Cancer of bladder,31
Sonoma,Cancer of brain and nervous system,68
Sonoma,Cancer of breast,73
Sonoma,Cancer of bronchus; lung,109
Sonoma,Cancer of colon,131
Sonoma,Cancer of head and neck,29
Sonoma,Cancer of kidney and renal pelvis,68
Sonoma,Cancer of liver and intrahepatic bile duct,32
Sonoma,Cancer of ovary,34
Sonoma,Cancer of pancreas,52
Sonoma,Cancer of prostate,81
Sonoma,Cancer of rectum and anus,55
Sonoma,Cancer of stomach,26
Sonoma,Cancer of uterus,52
Sonoma,Cardiac and circulatory congenital anomalies,56
Sonoma,Cardiac arrest and ventricular fibrillation,35
Sonoma,Cardiac dysrhythmias,529
Sonoma,Chronic obstructive pulmonary disease and bronchiectasis,474
Sonoma,Chronic ulcer of skin,65
Sonoma,Coagulation and hemorrhagic disorders,45
Sonoma,Complication of device; implant or graft,792
Sonoma,Complications of surgical procedures or medical care,595
Sonoma,Conditions associated with dizziness or vertigo,24
Sonoma,Conduction disorders,77
Sonoma,Congestive heart failure; nonhypertensive,750
Sonoma,Coronary atherosclerosis and other heart disease,278
Sonoma,Crushing injury or internal injury,151
Sonoma,Deficiency and other anemia,158
Sonoma,"Delirium, dementia, and amnestic and other cognitive disorders",70
Sonoma,Diabetes mellitus with complications,442
Sonoma,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,236
Sonoma,Digestive congenital anomalies,28
Sonoma,Diseases of mouth; excluding dental,27
Sonoma,Diseases of white blood cells,74
Sonoma,Diverticulosis and diverticulitis,374
Sonoma,Early or threatened labor,169
Sonoma,Encephalitis (except that caused by tuberculosis or sexually transmitted disease),22
Sonoma,Epilepsy; convulsions,224
Sonoma,Esophageal disorders,150
Sonoma,Essential hypertension,33
Sonoma,Fetal distress and abnormal forces of labor,220
Sonoma,Fetopelvic disproportion; obstruction,48
Sonoma,Fever of unknown origin,30
Sonoma,Fluid and electrolyte disorders,321
Sonoma,Fracture of lower limb,406
Sonoma,Fracture of neck of femur (hip),554
Sonoma,Fracture of upper limb,245
Sonoma,Gangrene,31
Sonoma,Gastritis and duodenitis,65
Sonoma,Gastroduodenal ulcer (except hemorrhage),30
Sonoma,Gastrointestinal hemorrhage,482
Sonoma,Genitourinary symptoms and ill-defined conditions,42
Sonoma,Headache; including migraine,76
Sonoma,Heart valve disorders,272
Sonoma,Hemolytic jaundice and perinatal jaundice,58
Sonoma,Hemorrhage during pregnancy; abruptio placenta; placenta previa,76
Sonoma,Hepatitis,31
Sonoma,Hyperplasia of prostate,35
Sonoma,Hypertension with complications and secondary hypertension,298
Sonoma,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),131
Sonoma,Inflammatory conditions of male genital organs,21
Sonoma,Inflammatory diseases of female pelvic organs,24
Sonoma,Influenza,57
Sonoma,Intestinal infection,206
Sonoma,Intestinal obstruction without hernia,557
Sonoma,Intracranial injury,303
Sonoma,Joint disorders and dislocations; trauma-related,33
Sonoma,Late effects of cerebrovascular disease,181
Sonoma,Leukemias,67
Sonoma,Maintenance chemotherapy; radiotherapy,271
Sonoma,Malaise and fatigue,26
Sonoma,Malignant neoplasm without specification of site,21
Sonoma,Malposition; malpresentation,180
Sonoma,Meningitis (except that caused by tuberculosis or sexually transmitted disease),28
Sonoma,Miscellaneous mental health disorders,77
Sonoma,Mood disorders,1250
Sonoma,Multiple myeloma,27
Sonoma,Nausea and vomiting,40
Sonoma,Neoplasms of unspecified nature or uncertain behavior,32
Sonoma,Non-Hodgkin`s lymphoma,50
Sonoma,Noninfectious gastroenteritis,99
Sonoma,Nonspecific chest pain,97
Sonoma,Occlusion or stenosis of precerebral arteries,72
Sonoma,Open wounds of extremities,57
Sonoma,Open wounds of head; neck; and trunk,27
Sonoma,Osteoarthritis,2518
Sonoma,Other acquired deformities,111
Sonoma,Other aftercare,191
Sonoma,Other and unspecified benign neoplasm,158
Sonoma,Other bone disease and musculoskeletal deformities,57
Sonoma,Other circulatory disease,82
Sonoma,Other congenital anomalies,52
Sonoma,Other connective tissue disease,168
Sonoma,Other diseases of kidney and ureters,85
Sonoma,Other diseases of veins and lymphatics,30
Sonoma,Other disorders of stomach and duodenum,67
Sonoma,Other endocrine disorders,65
Sonoma,Other female genital disorders,25
Sonoma,Other fractures,417
Sonoma,Other gastrointestinal disorders,257
Sonoma,Other hereditary and degenerative nervous system conditions,27
Sonoma,Other injuries and conditions due to external causes,98
Sonoma,Other liver diseases,161
Sonoma,Other lower respiratory disease,125
Sonoma,Other nervous system disorders,314
Sonoma,Other non-traumatic joint disorders,51
Sonoma,Other nutritional; endocrine; and metabolic disorders,277
Sonoma,Other perinatal conditions,91
Sonoma,Other pregnancy and delivery including normal,69
Sonoma,Other upper respiratory disease,28
Sonoma,Other upper respiratory infections,57
Sonoma,Pancreatic disorders (not diabetes),400
Sonoma,Paralysis,33
Sonoma,Parkinson`s disease,25
Sonoma,Pathological fracture,65
Sonoma,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),110
Sonoma,Peripheral and visceral atherosclerosis,132
Sonoma,Peritonitis and intestinal abscess,35
Sonoma,Phlebitis; thrombophlebitis and thromboembolism,77
Sonoma,Pleurisy; pneumothorax; pulmonary collapse,128
Sonoma,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),736
Sonoma,Poisoning by nonmedicinal substances,25
Sonoma,Poisoning by other medications and drugs,129
Sonoma,Poisoning by psychotropic agents,57
Sonoma,Prolapse of female genital organs,28
Sonoma,Pulmonary heart disease,226
Sonoma,Regional enteritis and ulcerative colitis,113
Sonoma,Residual codes; unclassified,110
Sonoma,Respiratory failure; insufficiency; arrest (adult),548
Sonoma,Schizophrenia and other psychotic disorders,503
Sonoma,Secondary malignancies,238
Sonoma,Septicemia (except in labor),3107
Sonoma,Shock,23
Sonoma,Short gestation; low birth weight; and fetal growth retardation,51
Sonoma,Sickle cell anemia,35
Sonoma,Skin and subcutaneous tissue infections,630
Sonoma,Skull and face fractures,80
Sonoma,Spinal cord injury,25
Sonoma,Spondylosis; intervertebral disc disorders; other back problems,701
Sonoma,Sprains and strains,26
Sonoma,Substance-related disorders,123
Sonoma,Suicide and intentional self-inflicted injury,134
Sonoma,Superficial injury; contusion,43
Sonoma,Syncope,74
Sonoma,Systemic lupus erythematosus and connective tissue disorders,24
Sonoma,Thyroid disorders,29
Sonoma,Transient cerebral ischemia,95
Sonoma,Umbilical cord complication,98
Sonoma,Urinary tract infections,475
Sonoma,Viral infection,54
Stanislaus,Abdominal hernia,282
Stanislaus,Abdominal pain,146
Stanislaus,Acute and chronic tonsillitis,23
Stanislaus,Acute and unspecified renal failure,807
Stanislaus,Acute bronchitis,213
Stanislaus,Acute cerebrovascular disease,969
Stanislaus,Acute myocardial infarction,939
Stanislaus,Acute posthemorrhagic anemia,47
Stanislaus,Adjustment disorders,95
Stanislaus,Alcohol-related disorders,413
Stanislaus,Allergic reactions,27
Stanislaus,Anal and rectal conditions,54
Stanislaus,Anxiety disorders,120
Stanislaus,Aortic and peripheral arterial embolism or thrombosis,26
Stanislaus,Aortic; peripheral; and visceral artery aneurysms,97
Stanislaus,Appendicitis and other appendiceal conditions,552
Stanislaus,Aspiration pneumonitis; food/vomitus,173
Stanislaus,Asthma,203
Stanislaus,Bacterial infection; unspecified site,37
Stanislaus,Benign neoplasm of uterus,139
Stanislaus,Biliary tract disease,707
Stanislaus,Burns,56
Stanislaus,Calculus of urinary tract,62
Stanislaus,Cancer of bladder,43
Stanislaus,Cancer of brain and nervous system,43
Stanislaus,Cancer of breast,62
Stanislaus,Cancer of bronchus; lung,117
Stanislaus,Cancer of colon,134
Stanislaus,Cancer of esophagus,22
Stanislaus,Cancer of head and neck,37
Stanislaus,Cancer of kidney and renal pelvis,77
Stanislaus,Cancer of liver and intrahepatic bile duct,40
Stanislaus,Cancer of other GI organs; peritoneum,41
Stanislaus,Cancer of ovary,41
Stanislaus,Cancer of pancreas,51
Stanislaus,Cancer of prostate,75
Stanislaus,Cancer of rectum and anus,69
Stanislaus,Cancer of stomach,21
Stanislaus,Cancer of thyroid,32
Stanislaus,Cancer of uterus,41
Stanislaus,Cardiac and circulatory congenital anomalies,90
Stanislaus,Cardiac arrest and ventricular fibrillation,30
Stanislaus,Cardiac dysrhythmias,922
Stanislaus,Chronic kidney disease,23
Stanislaus,Chronic obstructive pulmonary disease and bronchiectasis,978
Stanislaus,Chronic ulcer of skin,86
Stanislaus,Coagulation and hemorrhagic disorders,60
Stanislaus,Complication of device; implant or graft,1074
Stanislaus,Complications of surgical procedures or medical care,910
Stanislaus,Conditions associated with dizziness or vertigo,48
Stanislaus,Conduction disorders,71
Stanislaus,Congestive heart failure; nonhypertensive,1287
Stanislaus,Coronary atherosclerosis and other heart disease,606
Stanislaus,Crushing injury or internal injury,186
Stanislaus,Cystic fibrosis,32
Stanislaus,Deficiency and other anemia,241
Stanislaus,"Delirium, dementia, and amnestic and other cognitive disorders",67
Stanislaus,Diabetes mellitus with complications,1038
Stanislaus,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,529
Stanislaus,Digestive congenital anomalies,26
Stanislaus,Diseases of white blood cells,87
Stanislaus,Disorders of teeth and jaw,38
Stanislaus,Diverticulosis and diverticulitis,399
Stanislaus,Early or threatened labor,246
